tracking_nr,cod_received,chq_nr,deposit_date
5004755310,402,Direct Deposit,2018-07-20
5004755312,429,Direct Deposit,2018-07-20
5004755314,190,Direct Deposit,2018-07-20
5004755316,90,Direct Deposit,2018-07-20
5004755324,1012,Direct Deposit,2018-07-20
5004755328,90,Direct Deposit,2018-07-20
5004755330,4030,Direct Deposit,2018-07-20
5004755332,90,Direct Deposit,2018-07-20
5004755334,130,Direct Deposit,2018-07-20
5004755336,180,Direct Deposit,2018-07-20
5004755340,71,Direct Deposit,2018-07-20
5004755342,430,Direct Deposit,2018-07-20
5004755346,319,Direct Deposit,2018-07-20
5004755348,381,Direct Deposit,2018-07-20
5004755350,180,Direct Deposit,2018-07-20
5004755352,40,Direct Deposit,2018-07-20
5004755354,90,Direct Deposit,2018-07-20
5004755356,402,Direct Deposit,2018-07-20
5004755358,70,Direct Deposit,2018-07-20
5004755360,390,Direct Deposit,2018-07-20
5004755362,71,Direct Deposit,2018-07-20
5004755364,110,Direct Deposit,2018-07-20
5004755366,822,Direct Deposit,2018-07-20
5004755368,71,Direct Deposit,2018-07-20
5004755370,1032,Direct Deposit,2018-07-20
5004755374,1001,Direct Deposit,2018-07-20
5004755378,71,Direct Deposit,2018-07-20
5004755380,130,Direct Deposit,2018-07-20
5004755382,1077,Direct Deposit,2018-07-20
5004755383,548,Direct Deposit,2018-07-20
5004755384,91,Direct Deposit,2018-07-20
5004755385,110,Direct Deposit,2018-07-20
5004755386,2220,Direct Deposit,2018-07-20
5004755387,0,Direct Deposit,2018-07-20
5004755388,339,Direct Deposit,2018-07-20
5004755390,1,Direct Deposit,2018-07-20
5004755392,391,Direct Deposit,2018-07-20
5004755393,1335,Direct Deposit,2018-07-20
5004755394,110,Direct Deposit,2018-07-20
5004755395,928,Direct Deposit,2018-07-20
5004755396,700,Direct Deposit,2018-07-20
5004755397,620,Direct Deposit,2018-07-20
5004755398,279,Direct Deposit,2018-07-20
5004755399,71,Direct Deposit,2018-07-20
5004755400,381,Direct Deposit,2018-07-20
5004755401,822,Direct Deposit,2018-07-20
5004755402,71,Direct Deposit,2018-07-20
5004755403,640,Direct Deposit,2018-07-20
5004755404,441,Direct Deposit,2018-07-20
5004755405,50,Direct Deposit,2018-07-20
5004755406,62,Direct Deposit,2018-07-20
5004755407,110,Direct Deposit,2018-07-20
5004755408,402,Direct Deposit,2018-07-20
5004755411,1141,Direct Deposit,2018-07-20
5004755412,141,Direct Deposit,2018-07-20
5004755413,359,Direct Deposit,2018-07-20
5004755414,140,Direct Deposit,2018-07-20
5004755415,71,Direct Deposit,2018-07-20
5004755416,70,Direct Deposit,2018-07-20
5004755417,70,Direct Deposit,2018-07-20
5004755418,91,Direct Deposit,2018-07-20
5004755422,591,Direct Deposit,2018-07-20
5004755423,130,Direct Deposit,2018-07-20
5004755424,130,Direct Deposit,2018-07-20
5004755425,120,Direct Deposit,2018-07-20
5004755426,3630,Direct Deposit,2018-07-20
5004755427,1491,Direct Deposit,2018-07-20
5004755428,265,Direct Deposit,2018-07-20
5004755429,90,Direct Deposit,2018-07-20
5004755430,71,Direct Deposit,2018-07-20
5004755431,339,Direct Deposit,2018-07-20
5004755432,110,Direct Deposit,2018-07-20
5004755433,130,Direct Deposit,2018-07-20
5004755434,211,Direct Deposit,2018-07-20
5004755435,861,Direct Deposit,2018-07-20
5004755436,379,Direct Deposit,2018-07-20
5004755437,130,Direct Deposit,2018-07-20
5004755438,73,Direct Deposit,2018-07-20
5004755439,1140,Direct Deposit,2018-07-20
5004755440,71,Direct Deposit,2018-07-20
5004755441,439,Direct Deposit,2018-07-20
5004755444,63,Direct Deposit,2018-07-20
5004755445,439,Direct Deposit,2018-07-20
5004755446,530,Direct Deposit,2018-07-20
5004755448,71,Direct Deposit,2018-07-20
5004755449,71,Direct Deposit,2018-07-20
5004755450,50,Direct Deposit,2018-07-20
5004755451,71,Direct Deposit,2018-07-20
5004755452,110,Direct Deposit,2018-07-20
5004755453,370,Direct Deposit,2018-07-20
5004755454,91,Direct Deposit,2018-07-20
5004755456,402,Direct Deposit,2018-07-20
5004755458,50,Direct Deposit,2018-07-20
5004755460,71,Direct Deposit,2018-07-20
5004755461,71,Direct Deposit,2018-07-20
5004755462,91,Direct Deposit,2018-07-20
5004755463,110,Direct Deposit,2018-07-20
5004755464,110,Direct Deposit,2018-07-20
5004755465,962,Direct Deposit,2018-07-20
5004755467,588,Direct Deposit,2018-07-20
5004755468,140,Direct Deposit,2018-07-20
5004755469,71,Direct Deposit,2018-07-20
5004755471,631,Direct Deposit,2018-07-20
5004755474,2240,Direct Deposit,2018-07-20
5004755478,370,Direct Deposit,2018-07-20
5004755479,402,Direct Deposit,2018-07-20
5004755483,110,Direct Deposit,2018-07-20
5004755485,91,Direct Deposit,2018-07-20
5004755487,339,Direct Deposit,2018-07-20
5004755488,71,Direct Deposit,2018-07-20
5004755490,110,Direct Deposit,2018-07-20
5004755492,60,Direct Deposit,2018-07-20
5004755494,339,Direct Deposit,2018-07-20
5004755495,91,Direct Deposit,2018-07-20
5004755496,71,Direct Deposit,2018-07-20
5004755497,339,Direct Deposit,2018-07-20
5004755499,402,Direct Deposit,2018-07-20
5004755500,110,Direct Deposit,2018-07-20
5004755501,390,Direct Deposit,2018-07-20
5004755502,71,Direct Deposit,2018-07-20
5004755503,1140,Direct Deposit,2018-07-20
5004755505,50,Direct Deposit,2018-07-20
5004755506,441,Direct Deposit,2018-07-20
5004755509,1032,Direct Deposit,2018-07-20
5004755510,71,Direct Deposit,2018-07-20
5004755512,1032,Direct Deposit,2018-07-20
5004755513,1,Direct Deposit,2018-07-20
5004755514,381,Direct Deposit,2018-07-20
5004755515,21,Direct Deposit,2018-07-20
5004755516,110,Direct Deposit,2018-07-20
5004755517,2019,Direct Deposit,2018-07-20
5004755520,300,Direct Deposit,2018-07-20
5004755521,931,Direct Deposit,2018-07-20
5004755522,91,Direct Deposit,2018-07-20
5004755526,71,Direct Deposit,2018-07-20
5004755527,130,Direct Deposit,2018-07-20
5004755528,1141,Direct Deposit,2018-07-20
5004755530,101,Direct Deposit,2018-07-20
5004755532,70,Direct Deposit,2018-07-20
5004755533,681,Direct Deposit,2018-07-20
5004755534,110,Direct Deposit,2018-07-20
5004755535,91,Direct Deposit,2018-07-20
5004755536,71,Direct Deposit,2018-07-20
5004755538,110,Direct Deposit,2018-07-20
5004755540,130,Direct Deposit,2018-07-20
5004755541,110,Direct Deposit,2018-07-20
5004755542,91,Direct Deposit,2018-07-20
5004755543,71,Direct Deposit,2018-07-20
5004755544,319,Direct Deposit,2018-07-20
5004755545,71,Direct Deposit,2018-07-20
5004755548,71,Direct Deposit,2018-07-20
5004755549,1032,Direct Deposit,2018-07-20
5004755550,282,Direct Deposit,2018-07-20
5004755551,141,Direct Deposit,2018-07-20
5004755552,549,Direct Deposit,2018-07-20
5004755553,91,Direct Deposit,2018-07-20
5004755554,390,Direct Deposit,2018-07-20
5004755555,381,Direct Deposit,2018-07-20
5004755556,1,Direct Deposit,2018-07-20
5004755557,101,Direct Deposit,2018-07-20
5004755558,944,Direct Deposit,2018-07-20
5004755559,64,Direct Deposit,2018-07-20
5004755560,110,Direct Deposit,2018-07-20
5004755561,430,Direct Deposit,2018-07-20
5004755562,230,Direct Deposit,2018-07-20
5004755563,191,Direct Deposit,2018-07-20
5004755564,21,Direct Deposit,2018-07-20
5004755565,430,Direct Deposit,2018-07-20
5004755566,71,Direct Deposit,2018-07-20
5004755567,91,Direct Deposit,2018-07-20
5004755568,60,Direct Deposit,2018-07-20
5004755569,130,Direct Deposit,2018-07-20
5004755572,110,Direct Deposit,2018-07-20
5004755577,37,Direct Deposit,2018-07-20
5004755579,91,Direct Deposit,2018-07-20
5004755580,861,Direct Deposit,2018-07-20
5004755581,50,Direct Deposit,2018-07-20
5004755582,71,Direct Deposit,2018-07-20
5004755586,50,Direct Deposit,2018-07-20
5004755587,110,Direct Deposit,2018-07-20
5004755588,402,Direct Deposit,2018-07-20
5004755592,381,Direct Deposit,2018-07-20
5004755594,290,Direct Deposit,2018-07-20
5004755595,402,Direct Deposit,2018-07-20
5004755597,402,Direct Deposit,2018-07-20
5004755598,71,Direct Deposit,2018-07-20
5004755599,91,Direct Deposit,2018-07-20
5004755604,91,Direct Deposit,2018-07-20
5004755605,110,Direct Deposit,2018-07-20
5004755606,399,Direct Deposit,2018-07-20
5004755607,90,Direct Deposit,2018-07-20
5004755608,2171,Direct Deposit,2018-07-20
5004755609,40,Direct Deposit,2018-07-20
5004755610,410,Direct Deposit,2018-07-20
5004755612,650,Direct Deposit,2018-07-20
5004755613,90,Direct Deposit,2018-07-20
5004755616,130,Direct Deposit,2018-07-20
5004755617,210,Direct Deposit,2018-07-20
5004755619,90,Direct Deposit,2018-07-20
5004755620,421,Direct Deposit,2018-07-20
5004755621,110,Direct Deposit,2018-07-20
5004755622,160,Direct Deposit,2018-07-20
5004755623,130,Direct Deposit,2018-07-20
5004755624,410,Direct Deposit,2018-07-20
5004755625,90,Direct Deposit,2018-07-20
5004755627,110,Direct Deposit,2018-07-20
5004755628,160,Direct Deposit,2018-07-20
5004755629,90,Direct Deposit,2018-07-20
5004755631,90,Direct Deposit,2018-07-20
5004755632,90,Direct Deposit,2018-07-20
5004755634,1160,Direct Deposit,2018-07-20
5004755637,160,Direct Deposit,2018-07-20
5004755638,90,Direct Deposit,2018-07-20
5004755639,434,Direct Deposit,2018-07-20
5004755640,230,Direct Deposit,2018-07-20
5004755642,2460,Direct Deposit,2018-07-20
5004755643,110,Direct Deposit,2018-07-20
5004755649,710,Direct Deposit,2018-07-20
5004755650,421,Direct Deposit,2018-07-20
5004755651,150,Direct Deposit,2018-07-20
5004755654,200,Direct Deposit,2018-07-20
5004755656,110,Direct Deposit,2018-07-20
5004755658,1160,Direct Deposit,2018-07-20
5004755660,421,Direct Deposit,2018-07-20
5004755661,110,Direct Deposit,2018-07-20
5004755662,1018,Direct Deposit,2018-07-20
5004755663,1160,Direct Deposit,2018-07-20
5004755664,371,Direct Deposit,2018-07-20
5004755665,90,Direct Deposit,2018-07-20
5004755666,110,Direct Deposit,2018-07-20
5004755667,110,Direct Deposit,2018-07-20
5004755668,90,Direct Deposit,2018-07-20
5004755669,90,Direct Deposit,2018-07-20
5004755671,1751,Direct Deposit,2018-07-20
5004755673,421,Direct Deposit,2018-07-20
5004755674,2898,Direct Deposit,2018-07-20
5004755677,170,Direct Deposit,2018-07-20
5004755681,150,Direct Deposit,2018-07-20
5004755682,170,Direct Deposit,2018-07-20
5004755685,226,Direct Deposit,2018-07-20
5004755686,90,Direct Deposit,2018-07-20
5004755687,650,Direct Deposit,2018-07-20
5004755688,180,Direct Deposit,2018-07-20
5004755690,459,Direct Deposit,2018-07-20
5004755691,170,Direct Deposit,2018-07-20
5004755692,210,Direct Deposit,2018-07-20
5004755694,2099,Direct Deposit,2018-07-20
5004755696,2460,Direct Deposit,2018-07-20
5004755700,150,Direct Deposit,2018-07-20
5004755704,421,Direct Deposit,2018-07-20
5004755706,1200,Direct Deposit,2018-07-20
5004755708,662,Direct Deposit,2018-07-20
5004755710,110,Direct Deposit,2018-07-20
5004755712,631,Direct Deposit,2018-07-20
5004755714,12,Direct Deposit,2018-07-20
5004755716,150,Direct Deposit,2018-07-20
5004755718,110,Direct Deposit,2018-07-20
5004755722,359,Direct Deposit,2018-07-20
5004755726,90,Direct Deposit,2018-07-20
5004755730,150,Direct Deposit,2018-07-20
5004755732,410,Direct Deposit,2018-07-20
5004755734,110,Direct Deposit,2018-07-20
5004755736,130,Direct Deposit,2018-07-20
5004755740,679,Direct Deposit,2018-07-20
5004755750,383,Direct Deposit,2018-07-20
5004755751,90,Direct Deposit,2018-07-20
5004755754,90,Direct Deposit,2018-07-20
5004755756,499,Direct Deposit,2018-07-20
5004755757,180,Direct Deposit,2018-07-20
5004755771,1140,Direct Deposit,2018-07-20
5004755774,4638,Direct Deposit,2018-07-20
5004755775,2440,Direct Deposit,2018-07-20
5004755780,401,Direct Deposit,2018-07-20
5004755781,211,Direct Deposit,2018-07-20
5004755790,100,Direct Deposit,2018-07-20
5004755791,293,Direct Deposit,2018-07-20
5004755794,110,Direct Deposit,2018-07-20
5004755797,130,Direct Deposit,2018-07-20
5004755804,130,Direct Deposit,2018-07-20
5004755805,150,Direct Deposit,2018-07-20
5004755807,359,Direct Deposit,2018-07-20
5004755812,90,Direct Deposit,2018-07-20
5004755813,70,Direct Deposit,2018-07-20
5004755817,399,Direct Deposit,2018-07-20
5004755818,60,Direct Deposit,2018-07-20
5004755819,130,Direct Deposit,2018-07-20
5004755820,293,Direct Deposit,2018-07-20
5004755821,401,Direct Deposit,2018-07-20
5004755825,763,Direct Deposit,2018-07-20
5004755826,150,Direct Deposit,2018-07-20
5004755828,110,Direct Deposit,2018-07-20
5004755831,150,Direct Deposit,2018-07-20
5004755833,229,Direct Deposit,2018-07-20
5004755838,90,Direct Deposit,2018-07-20
5004755840,150,Direct Deposit,2018-07-20
5004755841,90,Direct Deposit,2018-07-20
5004755845,90,Direct Deposit,2018-07-20
5004755853,130,Direct Deposit,2018-07-20
5004755855,160,Direct Deposit,2018-07-20
5004755857,150,Direct Deposit,2018-07-20
5004755858,130,Direct Deposit,2018-07-20
5004755860,700,Direct Deposit,2018-07-20
5004755861,150,Direct Deposit,2018-07-20
5004755862,130,Direct Deposit,2018-07-20
5004755867,210,Direct Deposit,2018-07-20
5004755868,71,Direct Deposit,2018-07-20
5004755877,150,Direct Deposit,2018-07-20
5004755878,90,Direct Deposit,2018-07-20
5004755879,130,Direct Deposit,2018-07-20
5004755881,90,Direct Deposit,2018-07-20
5004755885,923,Direct Deposit,2018-07-20
5004755886,713,Direct Deposit,2018-07-20
5004755887,70,Direct Deposit,2018-07-20
5004755888,293,Direct Deposit,2018-07-20
5004755897,90,Direct Deposit,2018-07-20
5004755902,1941,Direct Deposit,2018-07-20
5004755906,401,Direct Deposit,2018-07-20
5004891638,636,Direct Deposit,2018-07-20
5004905751,1340,Direct Deposit,2018-07-20
5004908191,930,Direct Deposit,2018-07-20
5004916039,1371,Direct Deposit,2018-07-20
5005575380,1941,Direct Deposit,2018-07-20
5005576562,491,Direct Deposit,2018-07-20
5005579584,482,Direct Deposit,2018-07-20
5005592901,41,Direct Deposit,2018-07-20
5005594038,22,Direct Deposit,2018-07-20
5005595717,320,Direct Deposit,2018-07-20
5005606469,95,Direct Deposit,2018-07-20
5005606496,799,Direct Deposit,2018-07-20
5005609944,206,Direct Deposit,2018-07-20
5005610232,331,Direct Deposit,2018-07-20
5005613923,119,Direct Deposit,2018-07-20
5005614321,446,Direct Deposit,2018-07-20
5005614540,287,Direct Deposit,2018-07-20
5005614739,167,Direct Deposit,2018-07-20
5005614863,73,Direct Deposit,2018-07-20
5005615328,977,Direct Deposit,2018-07-20
5005615469,639,Direct Deposit,2018-07-20
5005616499,440,Direct Deposit,2018-07-20
5005617277,360,Direct Deposit,2018-07-20
5005617417,204,Direct Deposit,2018-07-20
5005617488,2465,Direct Deposit,2018-07-20
5005617803,1141,Direct Deposit,2018-07-20
5005618445,818,Direct Deposit,2018-07-20
5005618510,316,Direct Deposit,2018-07-20
5005618601,698,Direct Deposit,2018-07-20
5005618826,207,Direct Deposit,2018-07-20
5005618953,202,Direct Deposit,2018-07-20
5005620400,536,Direct Deposit,2018-07-20
5005620512,2,Direct Deposit,2018-07-20
5005620532,419,Direct Deposit,2018-07-20
5005621135,940,Direct Deposit,2018-07-20
5005621138,782,Direct Deposit,2018-07-20
5005621278,1416,Direct Deposit,2018-07-20
5005621406,321,Direct Deposit,2018-07-20
5005621637,740,Direct Deposit,2018-07-20
5005621672,528,Direct Deposit,2018-07-20
5005621757,191,Direct Deposit,2018-07-20
5005621767,481,Direct Deposit,2018-07-20
5005621843,217,Direct Deposit,2018-07-20
5005622062,40,Direct Deposit,2018-07-20
5005622079,8940,Direct Deposit,2018-07-20
5005622090,240,Direct Deposit,2018-07-20
5005622171,240,Direct Deposit,2018-07-20
5005622195,3,Direct Deposit,2018-07-20
5005622278,207,Direct Deposit,2018-07-20
5005622402,1536,Direct Deposit,2018-07-20
5005623027,1129,Direct Deposit,2018-07-20
5005623177,51,Direct Deposit,2018-07-20
5005623626,689,Direct Deposit,2018-07-20
5005623856,462,Direct Deposit,2018-07-20
5005623872,327,Direct Deposit,2018-07-20
5005623892,600,Direct Deposit,2018-07-20
5005623918,240,Direct Deposit,2018-07-20
5005623989,156,Direct Deposit,2018-07-20
5005624026,105,Direct Deposit,2018-07-20
5005624034,72,Direct Deposit,2018-07-20
5005624127,831,Direct Deposit,2018-07-20
5005624128,1039,Direct Deposit,2018-07-20
5005624197,128,Direct Deposit,2018-07-20
5005624311,112,Direct Deposit,2018-07-20
5005624410,728,Direct Deposit,2018-07-20
5005624460,45,Direct Deposit,2018-07-20
5005624630,140,Direct Deposit,2018-07-20
5005624662,1070,Direct Deposit,2018-07-20
5005624664,304,Direct Deposit,2018-07-20
5005624667,428,Direct Deposit,2018-07-20
5005624766,570,Direct Deposit,2018-07-20
5005624773,109,Direct Deposit,2018-07-20
5005624791,210,Direct Deposit,2018-07-20
5005624811,215,Direct Deposit,2018-07-20
5005624889,740,Direct Deposit,2018-07-20
5005624905,214,Direct Deposit,2018-07-20
5005624921,210,Direct Deposit,2018-07-20
5005624930,107,Direct Deposit,2018-07-20
5005624978,81,Direct Deposit,2018-07-20
5005624984,986,Direct Deposit,2018-07-20
5005624985,259,Direct Deposit,2018-07-20
5005625046,1042,Direct Deposit,2018-07-20
5005625061,764,Direct Deposit,2018-07-20
5005625066,40,Direct Deposit,2018-07-20
5005625080,347,Direct Deposit,2018-07-20
5005625104,1086,Direct Deposit,2018-07-20
5005625212,736,Direct Deposit,2018-07-20
5005625233,840,Direct Deposit,2018-07-20
5005625360,2757,Direct Deposit,2018-07-20
5005625372,1401,Direct Deposit,2018-07-20
5005625414,480,Direct Deposit,2018-07-20
5005625472,1366,Direct Deposit,2018-07-20
5005625475,7686,Direct Deposit,2018-07-20
5005625528,482,Direct Deposit,2018-07-20
5005625592,577,Direct Deposit,2018-07-20
5005625614,940,Direct Deposit,2018-07-20
5005625631,940,Direct Deposit,2018-07-20
5005625699,369,Direct Deposit,2018-07-20
5005625717,116,Direct Deposit,2018-07-20
5005625720,2877,Direct Deposit,2018-07-20
5005625730,1986,Direct Deposit,2018-07-20
5005625803,136,Direct Deposit,2018-07-20
5005625866,180,Direct Deposit,2018-07-20
5005625870,499,Direct Deposit,2018-07-20
5005625918,705,Direct Deposit,2018-07-20
5005625960,519,Direct Deposit,2018-07-20
5005625962,840,Direct Deposit,2018-07-20
5005625975,219,Direct Deposit,2018-07-20
5005626047,84,Direct Deposit,2018-07-20
5005626064,648,Direct Deposit,2018-07-20
5005626084,840,Direct Deposit,2018-07-20
5005626120,31,Direct Deposit,2018-07-20
5005626147,146,Direct Deposit,2018-07-20
5005626212,1461,Direct Deposit,2018-07-20
5005626224,1086,Direct Deposit,2018-07-20
5005626226,940,Direct Deposit,2018-07-20
5005626233,1366,Direct Deposit,2018-07-20
5005626275,191,Direct Deposit,2018-07-20
5005626277,1141,Direct Deposit,2018-07-20
5005626286,417,Direct Deposit,2018-07-20
5005626292,440,Direct Deposit,2018-07-20
5005626333,472,Direct Deposit,2018-07-20
5005626372,220,Direct Deposit,2018-07-20
5005626410,935,Direct Deposit,2018-07-20
5005626427,127,Direct Deposit,2018-07-20
5005626442,142,Direct Deposit,2018-07-20
5005626456,1131,Direct Deposit,2018-07-20
5005626475,557,Direct Deposit,2018-07-20
5005626524,1010,Direct Deposit,2018-07-20
5005626533,520,Direct Deposit,2018-07-20
5005626539,112,Direct Deposit,2018-07-20
5005626565,285,Direct Deposit,2018-07-20
5005626619,66,Direct Deposit,2018-07-20
5005626626,1430,Direct Deposit,2018-07-20
5005626641,354,Direct Deposit,2018-07-20
5005626654,145,Direct Deposit,2018-07-20
5005626663,1186,Direct Deposit,2018-07-20
5005626667,1871,Direct Deposit,2018-07-20
5005626737,886,Direct Deposit,2018-07-20
5005626763,86,Direct Deposit,2018-07-20
5005626780,287,Direct Deposit,2018-07-20
5005626782,287,Direct Deposit,2018-07-20
5005626788,137,Direct Deposit,2018-07-20
5005626790,287,Direct Deposit,2018-07-20
5005626799,986,Direct Deposit,2018-07-20
5005626809,497,Direct Deposit,2018-07-20
5005626810,211,Direct Deposit,2018-07-20
5005626820,390,Direct Deposit,2018-07-20
5005626860,313,Direct Deposit,2018-07-20
5005626865,786,Direct Deposit,2018-07-20
5005626905,3,Direct Deposit,2018-07-20
5005626908,140,Direct Deposit,2018-07-20
5005626914,411,Direct Deposit,2018-07-20
5005626922,157,Direct Deposit,2018-07-20
